Doc ID,Question,Answer,Ground Truth,Prediction,Score,Stage,Text Output,Cumulative Confidences
121,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9578492642448976, 0.9578485792335006]"
122,Is there a spoon in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9867440463112428, 0.9867414585706692]"
122,Is there a spoon in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8030965925263001, 0.8030951565579962]"
123,Is there a bottle in the image?,no,no,no,1.0,Stage 1,No,"[0.991532266239984, 0.99153096614071]"
123,Is there a bottle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9843056202934816, 0.9843047990232962]"
124,Is there a sandwich in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9899463058518004, 0.9899426476161248]"
124,Is there a sandwich in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.975520134072168, 0.975518157221664]"
125,Is there a fork in the image?,no,no,no,1.0,Stage 1,No,"[0.9799312354134156, 0.9799291328070938]"
125,Is there a fork in the image?,no,no,no,1.0,Stage 2,['No'],"[0.908541202645166, 0.9085391449115456]"
126,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.95037043104635, 0.9503646531992084]"
126,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9441353679703308, 0.9441333421700282]"
127,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.8458654285477234, 0.8458485891845056]"
127,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9441092611359192, 0.9440964309185824]"
128,Is there a cat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9979113937424255, 0.9978931929150494]"
128,Is there a cat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.997625172238214, 0.9976132797191746]"
129,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.939863383869989, 0.9398617033572814]"
129,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.925176441769464, 0.9251746772279604]"
130,Is there a book in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8633170128868652, 0.8633127934414786]"
130,Is there a book in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.904553473095758, 0.9045465719908924]"
131,Is there a tv in the image?,no,no,no,1.0,Stage 1,No,"[0.7633844615028931, 0.7633768173676094]"
131,Is there a tv in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8396274448441101, 0.8396223402671223]"
132,Is there a tv in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8823107482002808, 0.8823053841270017]"
132,Is there a tv in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6925250888870789, 0.6925223646273446]"
133,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.995214581589563, 0.9952040228338176]"
133,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9941494465874268, 0.994141032345546]"
134,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.5349695087479187, 0.5349558613077109]"
134,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7929331661270691, 0.7929224848814308]"
135,Is there a book in the image?,no,no,no,1.0,Stage 1,No,"[0.8932344914482666, 0.8932312970821162]"
135,Is there a book in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9032016397522522, 0.903199809452134]"
136,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9884575010346008, 0.988442182802308]"
136,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9934061766670776, 0.9934017951063696]"
137,Is there a bottle in the image?,no,no,yes,0.0,Stage 1,No,"[0.8478315473602844, 0.8478278078774001]"
137,Is there a bottle in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.7247907520340515, 0.7247846175793964]"
138,Is there a sink in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8823561669395996, 0.8823521699958672]"
138,Is there a sink in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.87907874594198, 0.879076021376716]"
139,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9975910187767578, 0.9975878079793684]"
139,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9979058505104614, 0.99790311453836]"
140,Is there a toothbrush in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5543774367378784, 0.5543747933157012]"
140,Is there a toothbrush in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.5077211857842041, 0.5077186437815386]"
141,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.8946869374321533, 0.8946860842816686]"
141,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8961519599960877, 0.896151105448595]"
142,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8104063869522644, 0.8104052277376694]"
142,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6512501836823059, 0.6512491744914987]"
143,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9941569567726684, 0.9941561272828724]"
143,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9934855104492736, 0.9934844446543052]"
144,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6187334061668945, 0.6187313409832144]"
144,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8577237726257874, 0.8577192737713308]"
145,Is there a person in the image?,no,no,yes,0.0,Stage 1,No,"[0.9856923819588256, 0.9856903844946892]"
145,Is there a person in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.692578137020929, 0.6925719449591113]"
146,Is there an airplane in the imange?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9871454239891602, 0.9871400109502596]"
146,Is there an airplane in the imange?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9923895002411438, 0.9923854780707752]"
147,Is there a backpack in the image?,no,no,no,1.0,Stage 1,No,"[0.9875417352722716, 0.9875402049570932]"
147,Is there a backpack in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9847678543137146, 0.984766445690476]"
148,Is there a car in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8080012799309326, 0.8080004131204059]"
148,Is there a car in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6825057865189148, 0.6825047288937763]"
149,Is there a bus in the image?,no,no,no,1.0,Stage 1,No,"[0.9723767639206482, 0.9723752571054244]"
149,Is there a bus in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9473156333969666, 0.947314730061109]"
150,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9473326803253724, 0.9473259045687582]"
150,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.986317217450006, 0.9863125144216472]"
151,Is there a handbag in the image?,no,no,no,1.0,Stage 1,No,"[0.9961005450295044, 0.9960984077292252]"
151,Is there a handbag in the image?,no,no,no,1.0,Stage 2,['No'],"[0.988640546898706, 0.988639957721884]"
152,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9877358079956604, 0.9877309804557928]"
152,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9914003611610962, 0.9913965793679894]"
153,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9942505360649658, 0.9942486397819904]"
153,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9942514897392822, 0.99425030459857]"
154,Is there a skis in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7799011469887329, 0.7798963125507171]"
154,Is there a skis in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.873982310395105, 0.8739772053287984]"
155,Is there a snowboard in the image?,no,no,no,1.0,Stage 1,No,"[0.9518033267067504, 0.9517994690327864]"
155,Is there a snowboard in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9432715178536012, 0.9432692690133784]"
156,Is there a tv in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.5466831923531128, 0.5466809114677572]"
156,Is there a tv in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9626331926392152, 0.9626214877439412]"
157,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9596874714897704, 0.9596859843381376]"
157,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9584601522492004, 0.9584577529406164]"
158,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8127834797905518, 0.8127674928005346]"
158,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9539065958069396, 0.9538955655931548]"
159,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9888068438576294, 0.988803189832708]"
159,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.987719178299768, 0.9877147040770822]"
160,Is there a couch in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9642654658363892, 0.9642573045253362]"
160,Is there a couch in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9333658815430236, 0.9333597620127606]"
161,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.8243445755051209, 0.8243441825094305]"
161,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9323585630463196, 0.932357896264744]"
162,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8006328345345093, 0.8006147959118788]"
162,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.83541738996969, 0.8354078294599322]"
163,Is there a car in the image?,no,no,yes,0.0,Stage 1,Yes,"[0.882367730240686, 0.8823476397207461]"
163,Is there a car in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.6369467378662659, 0.6369367911041391]"
164,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8175036908196045, 0.8174895600663976]"
164,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9398667813347412, 0.9398425806048524]"
165,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9952238203095032, 0.9952223967299308]"
165,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9945027829216552, 0.994501360373463]"
166,Is there a cow in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7930408121155335, 0.7930207701744966]"
166,Is there a cow in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6260468364761902, 0.6260279549973486]"
167,Is there a bicycle in the image?,no,no,no,1.0,Stage 1,No,"[0.9799439312027528, 0.9799412444770907]"
167,Is there a bicycle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.969733715157373, 0.9697289756023896]"
168,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9642822743462158, 0.9642682503712522]"
168,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9609047175453737, 0.9608901699478384]"
169,Is there a frisbee in the image?,no,no,no,1.0,Stage 1,No,"[0.9783499241875244, 0.9783449092641856]"
169,Is there a frisbee in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9697378874825072, 0.9697321074912504]"
170,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.6224040986107422, 0.6224023179605728]"
170,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8774253727005554, 0.8774140762847241]"
171,Is there a traffic light in the image?,no,no,no,1.0,Stage 1,No,"[0.8080019355820252, 0.8079989497013877]"
171,Is there a traffic light in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8557682038353516, 0.8557624910518308]"
172,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9184346200035644, 0.9184186351483796]"
172,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.874012291531427, 0.8739999971534771]"
173,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.995851993660791, 0.9958514001863328]"
173,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.996334672074182, 0.9963340783120735]"
174,Is there a sink in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8790814877556397, 0.8790788679765574]"
174,Is there a sink in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9465463758514954, 0.9465418624613104]"
175,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.988623857598169, 0.9886147830046588]"
175,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9922683836029602, 0.9922611681580348]"
176,Is there a toothbrush in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7340322137878967, 0.7340271386606946]"
176,Is there a toothbrush in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.768978476624353, 0.7689725181916888]"
177,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.950348138909204, 0.9503471193913008]"
177,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9389399887131288, 0.9389395410855468]"
178,Is there a bottle in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9251514078186583, 0.925150305044753]"
178,Is there a bottle in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9206763506935668, 0.920675253253898]"
179,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9863356352852416, 0.9863350474820236]"
179,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9825185538338256, 0.9825179683053836]"
180,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9714947939919067, 0.9714858766263332]"
180,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9878931642578674, 0.987886098394121]"
181,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9856913686798644, 0.9856897237284848]"
181,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.986952304940088, 0.986949834307238]"
182,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9773355723427368, 0.9773282324692788]"
182,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9979571105049684, 0.9979450950631912]"
183,Is there a motorcycle in the image?,no,no,no,1.0,Stage 1,No,"[0.9195953012512756, 0.919593437730092]"
183,Is there a motorcycle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.952533722023828, 0.952532700161267]"
184,Is there an umbrella in the imange?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9723470212029052, 0.9723216363974668]"
184,Is there an umbrella in the imange?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.945731282334192, 0.9457016318207913]"
185,Is there a handbag in the image?,no,no,no,1.0,Stage 1,No,"[0.948855757813318, 0.9488525907604216]"
185,Is there a handbag in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9352703095482422, 0.9352683027694048]"
186,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9893015028046204, 0.9892983186874594]"
186,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9880648256348206, 0.988060467632909]"
187,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9688233138130736, 0.9688223899680446]"
187,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9532334805534912, 0.9532322306716686]"
188,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9510999918984008, 0.951095456795338]"
188,Is there a bicycle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8633211256073547, 0.8633178323849496]"
189,Is there a motorcycle in the image?,no,no,no,1.0,Stage 1,No,"[0.985697627167566, 0.9856960997100556]"
189,Is there a motorcycle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.97699236879812, 0.9769916700964224]"
190,Is there a skateboard in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9843109251068664, 0.9843079917301456]"
190,Is there a skateboard in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9620711208389832, 0.9620691712423384]"
191,Is there a bench in the image?,no,no,no,1.0,Stage 1,No,"[0.8332608939217163, 0.8332605960077248]"
191,Is there a bench in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9136083127068116, 0.9136079860663788]"
192,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9962655902908876, 0.9962546640920976]"
192,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9869409204529358, 0.9869346849677544]"
193,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9893131853149963, 0.9893064631005756]"
193,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.875685453514917, 0.8756767892457006]"
194,Is there a remote in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8576470614479614, 0.8576437898698259]"
194,Is there a remote in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6652801037834717, 0.6652786763137662]"
195,Is there a couch in the image?,no,no,no,1.0,Stage 1,No,"[0.9572207928703858, 0.957218738993116]"
195,Is there a couch in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9769765735672546, 0.9769742443712874]"
196,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.914823055367334, 0.9148219649047512]"
196,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8739868403481079, 0.8739853818126022]"
197,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9272728563355042, 0.9272707561770014]"
197,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9361910821007324, 0.9361899661676136]"
198,Is there a snowboard in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8576694131897522, 0.8576674706744523]"
198,Is there a snowboard in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7089024187134338, 0.7088951511175062]"
199,Is there a skis in the image?,no,no,no,1.0,Stage 1,No,"[0.8632789851234985, 0.8632774415467089]"
199,Is there a skis in the image?,no,no,no,1.0,Stage 2,['No'],"[0.954562246899469, 0.954559288385056]"
200,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9889922143028808, 0.98898914907824]"
200,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9913983346031738, 0.9913953801050356]"
201,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9928540588425232, 0.9928516917932688]"
201,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9919102788971496, 0.9919086235674656]"
202,Is there a surfboard in the image?,yes,yes,no,0.0,Stage 1,No,"[0.7216673494385315, 0.7216648546565897]"
202,Is there a surfboard in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5925813914345337, 0.5925780713570782]"
203,Is there an umbrella in the imange?,no,no,no,1.0,Stage 1,No,"[0.9959073067711426, 0.9959056447710984]"
203,Is there an umbrella in the imange?,no,no,no,1.0,Stage 2,['No'],"[0.9957807065056395, 0.9957789260105592]"
204,Is there a bird in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9899221063660216, 0.9899080635236036]"
204,Is there a bird in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9929050804184508, 0.9928934808938372]"
205,Is there a handbag in the image?,no,no,no,1.0,Stage 1,No,"[0.9825060368584227, 0.9825011177551148]"
205,Is there a handbag in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9880791307495668, 0.9880754794138276]"
206,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.58881014595495, 0.5887925981040361]"
206,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.84785395870672, 0.8478309143599877]"
207,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.974394142727716, 0.974391006590651]"
207,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9773268104599548, 0.977324014403254]"
208,Is there a boat in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9609001279877258, 0.960881227627254]"
208,Is there a boat in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9847738743828368, 0.9847667134354844]"
209,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9743906260536744, 0.9743894645869706]"
209,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9808305502937866, 0.980829381150739]"
210,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.996860146622522, 0.9968489762331612]"
210,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9949177504585816, 0.9949056530073777]"
211,Is there a truck in the image?,no,no,no,1.0,Stage 1,No,"[0.8990743161247803, 0.8990724941885095]"
211,Is there a truck in the image?,no,no,no,1.0,Stage 2,['No'],"[0.7370956541107727, 0.7370942482860942]"
